TITLE = "B00002"
VARIABLES = "x", "y", "Avg Vy"
ZONE T="Frame 1" I=84, J=163, F=POINT
-7.223550 49.412601 0.000000
-6.908809 49.412601 0.000000
-6.594068 49.412601 0.000000
-6.279327 49.412601 0.000000
-5.964586 49.412601 0.000000
-5.649845 49.412601 0.000000
-5.335104 49.412601 0.000000
-5.020363 49.412601 0.000000
-4.705622 49.412601 0.000000
-4.390881 49.412601 0.000000
-4.076140 49.412601 0.000000
-3.761399 49.412601 0.000000
-3.446658 49.412601 0.000000
-3.131917 49.412601 0.000000
-2.817176 49.412601 0.000000
-2.502435 49.412601 0.000000
-2.187694 49.412601 0.000000
-1.872953 49.412601 0.000000
-1.558212 49.412601 0.000000
-1.243471 49.412601 0.000000
-0.928730 49.412601 0.000000
-0.613989 49.412601 0.000000
-0.299248 49.412601 0.000000
0.015493 49.412601 0.000000
0.330234 49.412601 0.000000
0.644975 49.412601 0.000000
0.959716 49.412601 0.000000
1.274457 49.412601 0.000000
1.589198 49.412601 0.000000
1.903938 49.412601 0.000000
2.218679 49.412601 0.000000
2.533421 49.412601 0.000000
2.848162 49.412601 0.000000
3.162903 49.412601 0.000000
3.477644 49.412601 0.000000
3.792385 49.412601 0.000000
4.107125 49.412601 0.000000
4.421866 49.412601 0.000000
4.736608 49.412601 0.000000
5.051349 49.412601 0.000000
5.366090 49.412601 0.000000
5.680831 49.412601 0.000000
5.995571 49.412601 0.000000
6.310312 49.412601 0.000000
6.625053 49.412601 0.000000
6.939795 49.412601 0.000000
7.254536 49.412601 0.000000
7.569277 49.412601 0.000000
7.884017 49.412601 0.000000
8.198758 49.412601 0.000000
8.513499 49.412601 0.000000
8.828240 49.412601 0.000000
9.142982 49.412601 0.000000
9.457723 49.412601 0.000000
9.772464 49.412601 0.000000
10.087205 49.412601 0.000000
10.401946 49.412601 0.000000
10.716687 49.412601 0.000000
11.031426 49.412601 0.000000
11.346168 49.412601 0.000000
11.660909 49.412601 0.000000
11.975650 49.412601 0.000000
12.290391 49.412601 0.000000
12.605132 49.412601 0.000000
12.919873 49.412601 0.000000
13.234614 49.412601 0.000000
13.549356 49.412601 0.000000
13.864097 49.412601 0.000000
14.178838 49.412601 0.000000
14.493579 49.412601 0.000000
14.808320 49.412601 0.000000
15.123059 49.412601 0.000000
15.437800 49.412601 0.000000
15.752542 49.412601 0.000000
16.067284 49.412601 0.000000
16.382023 49.412601 0.000000
16.696766 49.412601 0.000000
17.011505 49.412601 0.000000
17.326248 49.412601 0.000000
17.640987 49.412601 0.000000
17.955730 49.412601 0.000000
18.270470 49.412601 0.000000
18.585213 49.412601 0.000000
18.899952 49.412601 0.000000
